url,length,entropy,percent_num,num_special,bao_chi,chinh_tri,co_bac,khieu_dam,tpmt,con_lai,label
giamercedes-benz com,16,3.5,0,1,0,0,0,0,1,0,0
dongan edu,6,2.252,0,0,0,0,0,0,1,0,0
narime gov,6,2.585,0,0,0,0,0,0,0,1,0
saonamviet com,10,3.122,0,0,0,0,0,0,0,1,0
xiandola com,8,2.75,0,0,0,0,0,0,1,0,1
shopsonflo com,10,2.646,0,0,0,0,0,0,0,1,1
b8bet com,5,1.922,20,0,0,0,1,0,0,0,1
amboen com,6,2.585,0,0,0,0,0,0,1,0,1
imoney00 com,8,2.75,25,0,0,0,0,0,0,1,1
baotriso1 com,9,2.948,11.111,0,1,0,0,0,0,0,0
quangcaobaochi,14,3.182,0,0,1,0,0,0,0,0,0
typingclub com,10,3.322,0,0,0,0,1,0,0,0,0
mkg176969 com,9,2.725,66.667,0,0,0,0,0,0,1,1
napblockmango com,13,3.239,0,0,0,0,0,0,1,0,1
wefinexnet com,10,2.646,0,0,0,0,0,0,0,1,1
thienlong99 vip,11,3.096,18.182,0,0,0,0,0,1,0,1
sso-h0tr0-vipham com,16,3.5,12.5,2,0,0,0,0,0,1,1
nhamaysanxuatbaobihaan,22,3.168,0,0,1,0,0,0,0,0,0
cokhibaohung,12,3.252,0,0,1,0,0,0,0,0,0
ict backan gov,3,1.585,0,0,0,0,0,0,0,1,0
vaytien24h,10,3.322,20,0,1,0,0,0,0,0,1
vcbgirbink com,10,2.922,0,0,0,0,0,0,1,0,1
khuonmauthanhcong,17,3.175,0,0,0,0,0,0,0,1,0
chanlemomoclub com,14,3.236,0,0,0,0,1,0,0,0,1
kwozyn,6,2.585,0,0,0,0,0,0,0,1,0
shop849 com,7,2.807,42.857,0,0,0,0,0,0,1,1
pubgmzing-vnl com,13,3.393,0,1,0,0,0,0,1,0,1
di-enmayxanh com,12,3.252,0,1,0,0,0,0,1,0,1
mgoil com,5,2.322,0,0,0,0,0,0,0,1,0
khositinnshop,13,2.931,0,0,1,0,0,0,0,0,0
hoinhabaohaiphong,17,2.822,0,0,1,0,0,0,0,0,0
safenet,7,2.522,0,0,0,0,0,0,0,1,1
thegioislot com,11,2.914,0,0,0,0,0,0,0,1,1
antinco com,7,2.522,0,0,1,0,0,0,0,0,0
baovietanphu,12,3.418,0,0,1,0,0,0,0,0,0
baovetpsvietnam com,15,3.374,0,0,1,0,0,0,0,0,0
shopne56 com,8,3,25,0,0,0,0,0,0,1,1
labanga de,7,2.128,0,0,0,0,0,0,1,0,1
schwedischertrunk at,17,3.499,0,0,0,0,0,0,0,1,1
solcredit,9,3.17,0,0,0,0,0,0,1,0,1
celeb id,5,1.922,0,0,0,0,0,0,0,1,0
trianlienquan2 club,14,3.182,7.143,0,0,0,0,0,1,0,1
arbitrumcoin68 com,14,3.522,14.286,0,0,0,0,0,0,1,1
gubb61 com,6,2.252,33.333,0,0,0,0,0,0,1,1
vay123,6,2.585,50,0,0,0,0,0,0,1,1
discrods gift,8,2.5,0,0,0,0,0,0,0,1,1
vinacapital click,11,2.845,0,0,0,0,0,0,0,1,1
sanchinhchu24h,14,2.95,14.286,0,1,0,0,0,0,0,0
shopninjaschool com,15,3.19,0,0,0,0,0,0,1,0,1
duansungroup,12,3.022,0,0,0,0,0,0,1,0,0
hososonghung org,12,2.522,0,0,0,0,0,0,0,1,1
567oo co,5,1.922,60,0,0,0,0,0,0,1,1
fica,4,2,0,0,0,0,0,0,0,1,0
vhntdlgialai edu,12,3.085,0,0,0,0,0,0,1,0,0
homedaily,9,3.17,0,0,1,0,0,0,0,0,0
nicevipshop info,11,3.096,0,0,0,0,0,0,0,1,1
quavang123 com,10,3.122,30,0,0,0,0,0,1,0,1
vinuni edu,6,1.918,0,0,0,0,0,0,1,0,0
aamsdsds com,8,1.906,0,0,0,0,0,0,0,1,1
btlaesthetics,13,3.027,0,0,0,0,0,0,0,1,0
baolongaudio,12,3.022,0,0,1,0,0,0,0,0,0
vaytiencucnhanh,15,3.19,0,0,0,0,0,0,1,0,1
sputniknews,11,3.096,0,0,1,0,0,0,0,0,1
phattambodeviloiichchungsanh com,28,3.896,0,0,0,0,0,0,1,0,0
nhacaiuytin247 me,14,3.379,21.429,0,1,0,0,0,0,0,1
stttt kiengiang gov,5,0.722,0,0,0,0,0,0,0,1,0
nguyenngabds com,12,3.022,0,0,0,0,0,0,1,0,0
huynhletravel,13,3.239,0,0,0,0,0,0,0,1,0
thaocapital net,11,2.845,0,0,0,0,0,0,0,1,1
skhcndienbien gov,13,3.027,0,0,0,0,0,0,0,1,0
lauchay com,7,2.522,0,0,0,0,0,0,0,1,0
v88agent com,8,2.75,25,0,0,0,0,0,0,1,1
kubet368 com,8,3,37.5,0,0,0,1,0,0,0,1
binhchon-vn-edu online,15,3.323,0,2,0,0,0,0,1,0,1
vayxinh2023quadep22 store,19,3.722,31.579,0,0,0,0,0,0,1,1
vietcham,8,3,0,0,0,0,0,0,0,1,0
gutubao com,7,2.522,0,0,1,0,0,0,0,0,0
twin1179 com,8,2.75,50,0,0,0,0,0,0,1,1
futtertrocknung-kirchdorf de,25,3.654,0,1,0,0,0,0,1,0,1
k0ioctiiu957 com,12,3.189,33.333,0,0,0,0,0,0,1,1
binhdinh gov,8,2.25,0,0,0,0,0,0,0,1,0
567ss co,5,1.922,60,0,0,0,0,0,0,1,1
luxuryvip485 com,12,3.418,25,0,0,0,0,0,0,1,1
phunuonline com,11,2.845,0,0,1,0,0,0,0,0,0
la561891 com,8,2.75,75,0,0,0,0,0,0,1,1
cdyhanam edu,8,2.75,0,0,0,0,0,0,0,1,1
ttbbii co,6,1.585,0,0,0,0,0,0,0,1,1
tintuc wiki,6,2.252,0,0,1,0,0,0,0,0,1
mxp00368 com,8,2.75,62.5,0,0,0,0,0,0,1,1
bitcoindefi asia,11,3.027,0,0,0,0,1,0,0,0,1
hungvuong edu,9,2.503,0,0,0,1,0,0,0,0,0
anhtin,6,2.252,0,0,1,0,0,0,0,0,0
codesim co,7,2.807,0,0,0,0,0,0,0,1,1
banhoadondobaoquyettoan com,23,3.203,0,0,1,0,0,0,0,0,1
congtybaovedaihunglong com,22,3.72,0,0,1,0,0,0,0,0,0
trummomo win,8,2.156,0,0,0,0,0,0,0,1,1
fb88cup com,7,2.522,28.571,0,0,0,0,0,0,1,1
ttb5 shop,4,1.5,25,0,0,0,0,0,0,1,1
phovang,7,2.807,0,0,0,0,0,0,1,0,0
abbankcom com,9,2.725,0,0,0,0,0,0,0,1,1
sd9714 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
corpfinancegroup com,16,3.375,0,0,0,0,0,0,0,1,1
ku99vn win,6,2.252,33.333,0,0,0,0,0,1,0,1
quangngai online,9,2.503,0,0,0,0,0,0,1,0,1
hotlive9 vip,8,3,12.5,0,0,0,0,0,0,1,1
mar82 com,5,2.322,40,0,0,0,0,0,0,1,1
108831 com,6,1.918,100,0,0,0,0,0,0,1,1
gamek,5,2.322,0,0,0,0,1,0,0,0,0
sskklmm top,7,1.95,0,0,0,0,0,0,0,1,1
dinhlien gov,8,2.5,0,0,0,0,0,0,0,1,0
taichinhnganhang,16,2.656,0,0,0,0,0,0,1,0,0
futurecoinlimited co,17,3.455,0,0,0,0,0,0,1,0,1
dichvubaovebinhduong com,20,3.522,0,0,1,0,0,0,0,0,0
napgame-playtoghether net,21,3.559,0,1,0,0,1,0,0,0,1
sukien-lmht com,11,3.459,0,1,0,0,0,0,0,1,1
sd1650 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
kkmyg44089 xyz,10,2.922,50,0,0,0,0,0,0,1,1
beecase com,7,2.128,0,0,0,0,0,0,1,0,0
tintot net,6,1.792,0,0,1,0,0,0,0,0,0
vaytinchaptieudung site,18,3.614,0,0,1,0,0,0,0,0,1
pipet me,5,1.922,0,0,0,0,0,0,1,0,1
gaoneplechbaoai,15,3.323,0,0,1,0,0,0,0,0,0
baovehoangnhatquan com,18,3.239,0,0,1,0,0,0,0,0,0
vinhphucit gov,10,2.922,0,0,0,0,0,0,1,0,0
vamacademy edu,10,2.646,0,0,0,0,0,0,0,1,0
tinphattech com,11,2.845,0,0,1,0,0,0,0,0,0
trungtamdichthuat24h com,20,3.484,10,0,1,0,0,0,0,0,0
pchome-global com,13,3.393,0,1,0,0,0,0,1,0,1
mylotte club,7,2.522,0,0,0,0,0,0,0,1,1
tinchap-techcombank store,19,3.577,0,1,1,0,0,0,0,0,1
petrovietnam pro,12,3.252,0,0,0,0,0,0,1,0,1
dav gov,3,1.585,0,0,0,0,0,0,0,1,0
nghitin,7,2.236,0,0,1,0,0,0,0,0,0
clmm500 fun,7,2.236,42.857,0,0,0,0,0,1,0,1
cabar,5,1.922,0,0,0,0,0,0,0,1,0
quetthe-tindung24h com,18,3.461,11.111,1,1,0,0,0,0,0,1
sunwayart,9,2.948,0,0,0,0,0,0,0,1,0
molisa gov,6,2.585,0,0,0,0,0,0,0,1,0
news edu,4,2,0,0,1,0,0,0,0,0,1
otochinhhang,12,2.855,0,0,0,0,0,0,1,0,0
profit-earning com,14,3.379,0,1,0,0,0,0,0,1,1
bvcmet edu,6,2.585,0,0,0,0,0,0,1,0,0
baoquankhu7,11,3.096,9.091,0,1,0,0,0,0,0,0
84vn999 com,7,2.128,71.429,0,0,0,0,0,0,1,1
sotaykhoedep,12,3.252,0,0,0,0,0,0,0,1,0
red88 us,5,1.922,40,0,0,0,0,0,0,1,1
567t live,4,2,75,0,0,0,0,0,0,1,1
vtv24h,6,2.252,33.333,0,1,0,0,0,0,0,1
moonlive wiki,8,2.75,0,0,0,0,0,0,0,1,1
baovetruongsonhanoisse com,22,3.482,0,0,1,0,0,0,0,0,0
kaobb,5,1.922,0,0,0,0,0,0,0,1,0
bitpro-options com,14,3.039,0,1,0,0,0,0,0,1,1
tk9333 com,6,1.792,66.667,0,0,0,0,0,0,1,1
nestiflyloan com,12,3.252,0,0,0,0,0,0,0,1,1
xs188188 com,8,1.75,75,0,0,0,0,0,0,1,1
vodoge com,6,2.252,0,0,0,0,0,0,0,1,1
tdtc club,4,1.5,0,0,0,0,0,0,0,1,1
midland68 com,9,2.948,22.222,0,0,0,0,0,0,1,1
fair markets,4,2,0,0,0,0,0,0,0,1,1
sd9797 xyz,6,1.918,66.667,0,0,0,0,0,0,1,1
vitinhlugia,11,3.027,0,0,1,0,0,0,0,0,0
duaneurowindowriverpark com,23,3.48,0,0,0,0,0,0,1,0,0
ttkkjj top,6,1.585,0,0,0,0,0,0,0,1,1
giasuuytin com,10,2.922,0,0,1,0,0,0,0,0,0
ak579 cc,5,2.322,60,0,0,0,0,0,0,1,1
baobixanh,9,2.725,0,0,1,0,0,0,0,0,0
dappstechlink com,13,3.547,0,0,0,0,0,0,1,0,1
tikivideo com,9,2.642,0,0,0,0,0,0,1,0,1
baobisaigon com,11,2.732,0,0,1,0,0,0,0,0,0
keonghethuathanoi,17,3.22,0,0,0,0,0,0,1,0,0
oreelaser,9,2.419,0,0,0,0,0,0,1,0,0
traphaco2 pro,9,2.948,11.111,0,0,0,0,0,0,1,1
isacombank net,10,3.122,0,0,0,0,0,0,0,1,1
traoloc77 com,9,2.725,22.222,0,0,0,0,0,0,1,1
baotanglichsu,13,3.547,0,0,1,0,0,0,0,0,0
shopviettien,12,3.085,0,0,0,0,0,0,0,1,0
vn58 app,4,2,50,0,0,0,0,0,0,1,1
tpbtnk com,6,2.252,0,0,0,0,0,0,0,1,1
huiruan xyz,7,2.522,0,0,0,0,0,0,0,1,1
memberships-garena io,18,3.461,0,1,0,0,0,0,0,1,1
noithathatinh,13,2.507,0,0,1,0,0,0,0,0,0
oklo life,4,1.5,0,0,0,0,0,0,0,1,1
water24h,8,3,25,0,1,0,0,0,0,0,0
bordignon,9,2.725,0,0,0,0,0,0,1,0,0
nimpe,5,2.322,0,0,0,0,0,0,1,0,0
baohogiasi com,10,2.722,0,0,1,0,0,0,0,0,0
donxuancungk188 net,15,3.323,20,0,0,0,0,0,0,1,1
f8bet0 com,6,2.585,33.333,0,0,0,1,0,0,0,1
longway,7,2.807,0,0,0,0,0,0,1,0,0
sihub gov,5,2.322,0,0,0,0,0,0,0,1,0
catscdn,7,2.522,0,0,0,0,0,0,1,0,1
sunvn club,5,1.922,0,0,0,0,0,0,0,1,1
perfecttrade cc,12,2.855,0,0,0,0,1,0,0,0,1
gpqj0nk cfd,7,2.807,14.286,0,0,0,0,0,0,1,1
b-vip shop,5,2.322,0,1,0,0,0,0,0,1,1
cltxdt com,6,2.252,0,0,0,0,0,0,0,1,1
aiw edu,3,1.585,0,0,0,0,0,0,0,1,0
vinacionext com,11,3.096,0,0,0,0,0,0,0,1,1
taichinhthongminh online,17,2.94,0,0,0,0,0,0,1,0,1
baotintea com,9,2.725,0,0,1,0,0,0,0,0,0
ruttienthetindung4s com,19,3.261,5.263,0,1,0,0,0,0,0,1
3366club com,8,2.5,50,0,0,0,1,0,0,0,1
dtvc edu,4,2,0,0,0,0,0,0,1,0,0
shopvuikhoe,11,3.096,0,0,0,0,0,0,1,0,0
maynenkhitinnghia,17,3.102,0,0,1,0,0,0,0,0,0
vayatmcredit org,12,3.252,0,0,0,0,0,0,1,0,1
dichvumxhvip ga,12,3.085,0,0,0,0,0,0,1,0,1
laclac com,6,1.585,0,0,0,0,0,0,0,1,0
snapdeal26 com,10,3.122,20,0,0,0,0,0,0,1,1
aoption net,7,2.522,0,0,0,0,0,0,0,1,1
99e net,3,0.918,66.667,0,0,0,0,0,0,1,1
neolock com,7,2.522,0,0,0,0,0,0,1,0,0
crypstartradecoins co,18,3.461,0,0,0,0,1,0,0,0,1
tiki555 com,7,1.842,42.857,0,0,0,0,0,0,1,1
vcbdigbinkdn com,12,2.918,0,0,0,0,0,0,1,0,1
dulichnewsun,12,3.252,0,0,1,0,0,0,0,0,0
xetaihcm,8,3,0,0,0,0,0,0,0,1,0
nhungdaotuvi,12,3.252,0,0,0,0,0,0,0,1,0
xedulich24h,11,3.278,18.182,0,1,0,0,0,0,0,0
izito com,5,1.922,0,0,0,0,0,0,0,1,0
phaolode678 com,11,3.278,27.273,0,0,0,1,0,0,0,1
sona-media com,10,3.122,0,1,0,0,0,0,1,0,1
gpxvietnam,10,3.322,0,0,0,0,0,0,0,1,0
sd9422 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
24hsport,8,3,25,0,1,0,0,0,0,0,0
vanlangcollege edu,14,2.896,0,0,0,0,0,0,1,0,0
tuyendung135 online,12,3.252,25,0,0,0,0,0,1,0,1
amayoyo com,7,1.95,0,0,0,0,0,0,1,0,1
clmm,4,1.5,0,0,0,0,0,0,1,0,1
baoveantam org,10,2.846,0,0,1,0,0,0,0,0,0
dogohonganh,11,2.482,0,0,0,0,0,0,0,1,0
567zz live,5,1.922,60,0,0,0,0,0,0,1,1
goshopee vip,8,2.5,0,0,0,0,0,0,1,0,1
zigwheels,9,2.948,0,0,0,0,0,0,0,1,0
donghoreplica com,13,3.547,0,0,0,0,0,0,1,0,0
onluyen,7,2.522,0,0,0,0,0,0,0,1,0
clmm1k win,6,2.252,16.667,0,0,0,0,0,1,0,1
english tuyenquang gov,7,2.807,0,0,0,0,0,0,0,1,0
rongnhotritin,13,2.719,0,0,1,0,0,0,0,0,0
vayvondoanhnghiep com,17,3.337,0,0,0,0,0,0,1,0,1
sosanhxe,8,2.75,0,0,0,0,0,0,0,1,0
24w live,3,1.585,66.667,0,0,0,0,0,0,1,1
maier-neenstetten de,17,2.845,0,1,0,0,0,0,0,1,1
quocphongthudo,14,3.182,0,0,0,0,0,0,1,0,0
dichvugiayto online,12,3.418,0,0,0,0,0,0,1,0,1
duhocthanhbinh edu,14,3.093,0,0,0,0,0,0,1,0,0
baotiengiang,12,2.918,0,0,1,0,0,0,0,0,0
visi ac,4,1.5,0,0,0,0,0,0,0,1,0
nhathepthuanle com,14,2.896,0,0,0,0,0,0,1,0,0
conganquangnam,14,2.753,0,0,0,0,0,0,1,0,0
vayvon-bidv-vn com,14,2.95,0,2,0,0,0,0,1,0,1
anvatphuongphuong,17,3.102,0,0,0,0,0,0,0,1,0
hepc edu,4,2,0,0,0,0,0,0,0,1,0
suachuamayin24h,15,3.323,13.333,0,1,0,0,0,0,0,0
splxy com,5,2.322,0,0,0,0,0,0,0,1,1
skinna com,6,2.252,0,0,0,0,0,0,0,1,0
lazada-2222 com,11,2.3,36.364,1,0,0,0,0,0,1,1
thpthoanghoatham edu,16,2.781,0,0,0,0,0,0,1,0,1
868vip1 com,7,2.522,57.143,0,0,0,0,0,0,1,1
mayxongtinhdauaroma com,19,3.511,0,0,1,0,0,0,0,0,0
tentenshop,10,2.722,0,0,0,0,0,0,0,1,1
garenavns com,9,2.725,0,0,0,0,0,0,0,1,1
0805113 com,7,2.236,100,0,0,0,0,0,0,1,1
nohu52 net,6,2.585,33.333,0,0,0,0,0,0,1,1
giaxeford24h,12,3.585,16.667,0,1,0,0,0,0,0,0
m98vn7 com,6,2.585,50,0,0,0,0,0,0,1,1
phuhung com,7,2.236,0,0,0,0,0,0,0,1,0
cand com,4,2,0,0,0,0,0,0,0,1,0
thuexelientinh24h online,17,3.175,11.765,0,1,0,0,0,0,0,0
cdythue edu,7,2.807,0,0,0,0,0,0,1,0,0
shopeexi com,8,2.75,0,0,0,0,0,0,1,0,1
nhadatbaoloc com,12,3.022,0,0,1,0,0,0,0,0,0
tapchingoisaovietnam com,20,3.546,0,0,1,0,0,0,0,0,1
ufm edu,3,1.585,0,0,0,0,0,0,0,1,0
truyentinh net,10,2.922,0,0,1,0,0,0,0,0,1
vn6492shop com,10,3.322,40,0,0,0,0,0,0,1,1
vietsam org,7,2.807,0,0,0,0,0,0,0,1,0
sonson club,6,1.585,0,0,0,0,0,0,0,1,1
axmsinc com,7,2.807,0,0,0,0,0,0,0,1,1
oriental,8,3,0,0,0,0,0,0,0,1,0
hongyue com,7,2.807,0,0,0,0,0,0,0,1,0
nationalwealthcenter com,20,3.271,0,0,0,0,0,0,0,1,1
paydongvn com,9,2.948,0,0,0,0,0,0,1,0,1
m889 in,4,1.5,75,0,0,0,0,0,0,1,1
vongquay-pubgmobilevng com,22,3.789,0,1,0,0,0,0,1,0,1
camau gov,5,1.922,0,0,0,0,0,0,0,1,0
sd3736 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
baokhanhhoa,11,2.413,0,0,1,0,0,0,0,0,0
monera trade,6,2.585,0,0,0,0,0,0,0,1,1
vinhomes-bds,12,3.418,0,1,0,0,0,0,0,1,0
js030201 com,8,2.406,75,0,0,0,0,0,0,1,1
sd3786 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
kingofbo tech,8,2.75,0,0,0,0,0,0,0,1,1
economy-stores com,14,3.182,0,1,0,0,0,0,1,0,1
hopan,5,2.322,0,0,0,0,0,0,0,1,0
myxen com,5,2.322,0,0,0,0,0,0,0,1,0
gialaipc com,8,2.5,0,0,0,0,0,0,1,0,1
v99win me,6,2.252,33.333,0,0,0,0,0,0,1,1
5shbet com,6,2.585,16.667,0,0,0,1,0,0,0,1
huynhthibaotram id,15,3.323,0,0,1,0,0,0,0,0,0
vn88 com co,4,1.5,50,0,0,0,0,0,0,1,1
vieetcombank com,12,3.418,0,0,0,0,0,0,0,1,1
fidelity-eth com,12,3.085,0,1,0,0,0,0,1,0,1
singaporepools-gfp-vn com,21,3.559,0,2,0,0,0,0,0,1,1
tapchiyduochocvietnam com,21,3.69,0,0,1,0,0,0,0,0,0
55678bet com,8,2.75,62.5,0,0,0,1,0,0,0,1
giaoluulmht com,11,3.096,0,0,0,0,0,0,1,0,1
vib9 com,4,2,25,0,0,0,0,0,0,1,1
vaythechap-vcb com,14,3.236,0,1,0,0,0,0,1,0,1
vn529 xyz,5,2.322,60,0,0,0,0,0,0,1,1
trungtambaohanhtulanhhitachi com,28,3.38,0,0,1,0,0,0,0,0,0
huenews,7,2.522,0,0,1,0,0,0,0,0,0
aggroup com,7,2.522,0,0,0,0,0,0,0,1,0
76996 co,5,1.522,100,0,0,0,0,0,0,1,1
tìmảnh com,6,2.585,0,0,0,0,0,0,0,1,0
mxpl029978 vip,10,3.122,60,0,0,0,0,0,0,1,1
milanobaby com,10,2.922,0,0,0,0,0,0,0,1,0
thaibinhduongvn com,15,3.323,0,0,0,0,0,0,1,0,1
baobicaphe com,10,2.922,0,0,1,0,0,0,0,0,0
vicq live,4,2,0,0,0,0,0,0,0,1,1
thucphamchaybaotoan com,19,3.261,0,0,1,0,0,0,0,0,0
gamevnshop com,10,3.322,0,0,0,0,1,0,0,0,1
office365,9,2.948,33.333,0,0,0,0,0,0,1,0
aliaff com,6,1.918,0,0,0,0,0,0,1,0,1
thongketiengiang gov,16,3.031,0,0,0,0,0,0,1,0,0
th10008 com,7,2.128,71.429,0,0,0,0,0,0,1,1
hoidanit,8,2.75,0,0,0,0,0,0,0,1,0
utt edu,3,0.918,0,0,0,0,0,0,0,1,0
tgavideo xyz,8,3,0,0,0,0,0,0,1,0,1
dmc gov,3,1.585,0,0,0,0,0,0,1,0,0
baoquangnam,11,2.845,0,0,1,0,0,0,0,0,0
cucqldb4 gov,8,2.75,12.5,0,0,0,0,0,1,0,0
tt789 one,5,1.922,60,0,0,0,0,0,0,1,1
quetthetindung-vnpay com,20,3.646,0,1,1,0,0,0,0,0,1
alovay24h com,9,2.948,22.222,0,1,0,0,0,0,0,1
vtvcab,6,2.252,0,0,1,0,0,0,0,0,0
ldx8 com,4,2,25,0,0,0,0,0,0,1,1
saycoffee24h,12,3.252,16.667,0,1,0,0,0,0,0,0
trungtambaohanhtivilg com,21,3.559,0,0,1,0,0,0,0,0,0
vmha gov,4,2,0,0,0,0,0,0,0,1,0
goivatphamplaytoge com,18,3.461,0,0,0,0,0,0,0,1,1
baotoandulichnhamat com,19,3.406,0,0,1,0,0,0,0,0,0
pc48c xyz,5,1.922,40,0,0,0,0,0,0,1,1
choiox win,6,2.252,0,0,0,0,0,0,1,0,1
tranzi,6,2.585,0,0,0,0,0,0,0,1,0
nhipcaudautu,12,3.022,0,0,0,0,0,0,0,1,0
charleskeiths com,13,3.239,0,0,0,0,0,0,0,1,1
classics7 com,9,2.419,11.111,0,0,0,0,0,0,1,1
baolaocai,9,2.419,0,0,1,0,0,0,0,0,0
63293 com,5,1.922,100,0,0,0,0,0,0,1,1
trungtamdienlanhhanoi24h com,24,3.689,8.333,0,1,0,0,0,0,0,0
phuthodfa gov,9,2.948,0,0,0,0,0,0,0,1,0
kinggalbi,9,2.725,0,0,0,0,0,0,0,1,0
studysingapore edu,14,3.664,0,0,0,0,0,0,0,1,0
hvc edu,3,1.585,0,0,0,0,0,0,1,0,0
unitedhelpukraine net,17,3.455,0,0,0,0,0,0,1,0,1
ku11 net,4,1.5,50,0,0,0,0,0,1,0,1
taxiangiang67,13,2.873,15.385,0,0,0,0,0,1,0,0
garantibbvacom com,14,3.325,0,0,0,0,0,0,0,1,1
dug edu,3,1.585,0,0,0,0,0,0,1,0,0
vietnamurd vip,10,3.322,0,0,0,0,0,0,0,1,1
evonik,6,2.585,0,0,0,0,0,0,1,0,0
tinchaptheoluong,16,3.5,0,0,1,0,0,0,0,0,1
visala8 com,7,2.522,14.286,0,0,0,0,0,0,1,1
mota,4,2,0,0,0,0,0,0,0,1,1
lemonza,7,2.807,0,0,0,0,0,0,0,1,1
baovinhlong,11,3.096,0,0,1,0,0,0,0,0,0
vlxx us,4,1.5,0,0,0,0,0,0,1,0,1
davenicecc com,10,2.646,0,0,0,0,0,0,1,0,1
999850 vip,6,1.792,100,0,0,0,0,0,0,1,1
tinhdaubetho com,12,3.252,0,0,1,0,0,0,0,0,0
vuongbao,8,2.75,0,0,1,0,0,0,0,0,0
jenkai007 com,9,2.948,33.333,0,0,0,0,0,0,1,1
memberships-garena id,18,3.461,0,1,0,0,0,0,0,1,0
ovewp vip,5,2.322,0,0,0,0,0,0,0,1,1
tindimedia,10,2.646,0,0,1,0,0,0,0,0,0
fun88881 com,8,2,62.5,0,0,0,0,0,0,1,1
brewhub,7,2.522,0,0,0,0,0,0,0,1,0
vnf1flour com,9,2.948,11.111,0,0,0,0,0,0,1,0
clmm2023 fun,8,2.5,50,0,0,0,0,0,1,0,1
rocket com,6,2.585,0,0,0,0,0,0,0,1,1
dienmaycholon me,13,3.393,0,0,0,0,0,0,1,0,1
sd8710 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
shopnaprobux com,12,3.252,0,0,0,0,0,0,0,1,1
cbrchanle com,9,2.948,0,0,0,0,0,0,1,0,1
vitinhminhhoang,15,2.956,0,0,1,0,0,0,0,0,0
10lxysp com,7,2.807,28.571,0,0,0,0,0,0,1,1
shb com,3,1.585,0,0,0,0,0,0,0,1,0
techrum info,7,2.807,0,0,0,0,0,0,0,1,1
dnb,3,1.585,0,0,0,0,0,0,0,1,0
steam-dlscord com,13,3.393,0,1,0,0,0,0,0,1,1
finneythompsonentertainment com,27,3.366,0,0,0,0,0,0,0,1,1
8kbet app,5,2.322,20,0,0,0,1,0,0,0,1
automomo365 top,11,2.845,27.273,0,0,0,0,0,1,0,1
lienquangiftcodethang7 com,22,3.789,4.545,0,0,0,0,0,1,0,1
blogmebim com,9,2.725,0,0,0,0,0,0,1,0,1
bikkex com,6,2.252,0,0,0,0,0,0,0,1,1
caodangtamdiep edu,14,3.325,0,0,0,0,0,0,1,0,0
words,5,2.322,0,0,0,0,0,0,0,1,1
khoanvay com,8,2.75,0,0,0,0,0,0,0,1,1
webykhoa,8,3,0,0,0,0,0,0,0,1,0
wellviet net,8,2.5,0,0,0,0,0,0,0,1,1
datxanhgroup,12,3.418,0,0,0,0,0,0,0,1,0
pagasa edu,6,1.792,0,0,0,0,0,0,0,1,0
pgdsocson gov,9,2.725,0,0,0,0,0,0,0,1,0
hackpubg net,8,3,0,0,0,0,0,0,1,0,1
xsktmiennam,11,3.096,0,0,0,0,0,0,1,0,0
congannghean,12,2.585,0,0,0,0,0,0,0,1,0
baonguyengroup com,14,3.236,0,0,1,0,0,0,0,0,0
maytinhlongan,13,3.181,0,0,1,0,0,0,0,0,0
codientaybac edu,12,3.252,0,0,0,0,0,0,0,1,0
kiemtienmomo com,12,2.689,0,0,0,0,0,0,0,1,1
luxuryvip168 com,12,3.418,25,0,0,0,0,0,0,1,1
chovaytientheoluong online,19,3.577,0,0,0,0,0,0,1,0,1
grn-memberships2021 com,19,3.722,21.053,1,0,0,0,0,0,1,1
reviewbaoloc,12,3.252,0,0,1,0,0,0,0,0,0
vanvn net,5,1.522,0,0,0,0,0,0,0,1,0
hcm edu,3,1.585,0,0,0,0,0,0,0,1,0
sd9472 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
thoxay com,6,2.585,0,0,0,0,0,0,0,1,0
vienthiduakhenthuongvietnam,27,3.532,0,0,0,0,0,0,1,0,0
muabannickforumug com,17,3.455,0,0,0,0,0,0,1,0,1
yeudalat com,8,2.75,0,0,0,0,0,0,1,0,0
vaytiennhanh-shinhan com,20,3.004,0,1,0,0,0,0,0,1,1
vin6688 com,7,2.236,57.143,0,0,0,0,0,0,1,1
cltx06 fun,6,2.585,33.333,0,0,0,0,0,0,1,1
nsndledung,10,2.646,0,0,0,0,0,0,1,0,0
twin68 com,6,2.585,33.333,0,0,0,0,0,0,1,1
dailyxehoi com,10,3.122,0,0,1,0,0,0,0,0,0
keratinx9,9,3.17,11.111,0,1,0,0,0,0,0,0
vncai2 com,6,2.585,16.667,0,0,0,0,0,0,1,1
sontmph id,7,2.807,0,0,0,0,0,0,0,1,0
baobihanoisince1992,19,3.471,21.053,0,1,0,0,0,0,0,0
lienviet shop,8,2.5,0,0,0,0,0,0,0,1,1
kubet mobi,5,2.322,0,0,0,0,1,0,0,0,1
